id,name
4372798,EFRAT BIOPOLYMERS LTD
3882231,POLAROID LATIN AMERICA I CORPORATION
6301649,AMES ADVANCED MATERIALS CORPORATION
2050069,BALDWIN SHELSTON WATERS
5210779,VHS OF MICHIGAN INC
6505063,P&H MEDICAL PRODUCTS LLC
478357,NCI NORSK COMPUTER INDUSTRI AS
4175949,EMPIREEMCO INC
2789960,SEAWORTHY SYSTEMS INC
6407921,MACAPAK INC
2794435,YANO SHIGENOBU
6500396,PPL NEXT CO LTD
6499995,HUMACYTE INC
904763,KABUSHIKI KAISHA HATTORI SEIKO TRADING AS SEIKO CORPORATION
4527387,SOLUS GOLF LLC
5745702,RINGFEDER POWERTRANSMISSION GMBH
932408,SA DITE LA PIERRE MULLIEZ
5905568,ZHEN FENG
6497562,P&S MECHANICS CO LTD
5186440,MONTEGI TRADE AND INVESTMENTS PROPRIETARY LIMITED
6496722,CARBONCURE TECHNOLOGIES INC
4363726,COLUMBIA SPORTSWEAR COMPANY
1468723,MCCANN & ASSOCIATES INC FORMERLY FLORENCE FUSCO MCCANN INC
90632,CLIFF RESOURCES CORPORATION
1073749,NORDDEUTSCHE SEEKABELWERKE AKTIENGESELLSCHAFT
1321734,TOBEY W SCOTT
1932308,TAVVE SOFTWARE CO
6490848,AINSWORTH GAME TECHNOLOGY LIMITED
6490406,MOCANA CORPORATION
4227532,ACCRUIT LLC
5677505,ROZYCKI STANLEY
6488682,RICCARDO LEONARDO
6487383,WORDLOCK INC
518582,MAN GUTEHOFFNUNGSHUTTE GMBH BAHNHOFSTRASSE 66 4200 OBERHAUSEN 11 W GERMANY A GERMAN CORP
6486040,SYNCHRO MEDICAL
6484942,CEDATECH HOLDINGS LLC
6484465,SAMPLAX LLC
1453335,TEXTSCAPE TECHNOLOGIES INC
6483600,CHENG YUN
3964121,KROGER AS
4715323,STI LAYERX INC
1621474,EUROPEAN GAS TURBINES LIMITED
352392,UNITED TECHNOLOGIES DIESEL SYSTEMS INC
2416670,BLACKSTONE MEDICSL INC
414707,GENERAL ELECTRIC COMPANY PLC THE A BRITISH COPANY
4442641,ECOLIGHTING INC
6477924,JOLTECH APS
5075098,BASELL POLYOLEFINE ITALIA SRL
6477077,SCIENTIST SOLUTIONS
5494134,CHEN CHIENLI
6475533,SIDETUFT LLC
6475162,ARE TELECOM INCORPORATED
847401,RG BARRY CORPORATION AN OH CORP
697747,CROQUET & CIE
2663677,ARP CO LTD
2063445,KEYTECH CO LTD
234589,JOHN ZINK COMPANY A DE CORP
6466630,DIGITAL RAPIDS CORPORATION
6466245,DIRTY LARRY GOLF LLC
1511886,LG INDUSTRIAL SYSTEMS CO LTD
3553574,INFANTI VITTORIO
3616334,OPCON DESIGN ASSOCIATES LLC
1700636,FARO PHARMACEUTICALS INC
1314023,COPTERKITE PRODUCTS INC A FLORIDA CORPORATION
3447170,NOBLE DEVICE TECHNOLOGIES CORP
4381036,KONING SMIT HOLDING NV
6459533,GLOBAL ENERGY MEDICINE PTY LTD
6458901,ENAPS CO LTD
1821853,HARRISON SAW AND TOOL LIMITED
47301,S R I INTERNATIONAL
1858724,NATURAL AERATION INC
2697822,HORSE SHOE TECHNOLOGIES ENTWICKLUNGSUND VERTRIEBS
215325,DR BOGER PHOTOSATZ GMBH RISSENER STRASSE 112114 D20OO WEDEL BEI HAMBURG
3151170,MARCHWOOD LIMITED
5695071,HOU ALEX
6452249,HARD ROCK SOLUTIONS LLC
3018653,QUALITITAU INC
1683245,EDSCHA CABRIOBERDECKSYSTEME GMBH
6451350,GUARDIAN IGU LLC
4791255,NOISE SOLUTIONS INC
4896727,INVIXA LLC
6450031,TORREGROSA PASCUAL JOSE
5855441,PRECISION DRILLING TECHNOLOGIES SERVICE GROUP INC
961380,INSTITUTE FOR HUMAN GENETICS AND BIOCHEMISTRY THE
6448007,PRIVILEGE WIRELESS LLC
6446855,MEDIGROUP GMBH
4633140,JOHANSEN KNUT
6441817,TOWNSEND INDUSTRIES INC DBA TOWNSEND DESIGN
6440748,JORDAAN CONSULTING LTD III LLC
4313743,KHOSHABA ALBERT
4638379,SIGMAQUEST INC
5068759,KAO HONGSO
4273777,LIGHTMEDIA CORPORATION
3776430,MCGEHEE PAUL
2174410,MARITIME SOLUTIONS INC
3903967,DRAGONTREE BEHEER BV
6438848,6115187 CANADA DBA IMMERVISION
6438813,CLINICAL PILATES PTY LTD
2228061,EISAL CO LTD
3673419,ENPENET GMBH
3046881,PHARMACIA CORPORATION OF PFIZER INC
5811334,IMMUNO TEC LABORATORY CO LTD
6437349,DEEPFLEX INC
6497757,EMUGEWERK RICHARD GLIMPEL GMBH & CO KG FABRIK FR PRZISIONSWERKZEUGE
742764,KAPLAN PETER K
6433765,MULTI MODAL DEVELOPMENT SWEDEN AB
6433564,FOXIT CORPORATION
1967206,ILCO UNICAN
855793,ZIMMERMANN WOLFGANG
5745978,WYSIPS
2957883,RICHER JENNIFER
262329,SALE GLORIA STEPHAN
370260,LAI CHING JUN 79 FL NO 79 SEC 4 CHUNG CHING N ROAD TAIPEI TAIWAN ROC
5281522,FERRINOX AUTOMOTIVE SRO
6427339,SPEECHVIVE INC
208975,BUFFALO DENTAL MFG CO INC
6426209,ZHUHAI XINGYE NEW ENERGY SCIENCE AND TECHNOLOGY CO LTD
4527418,WINE FROM THE VINE LLC
6424227,THREE RIVERS CARDIOVASCULAR SYSTEMS INC
4976944,LLR EQUITY PARTNERS II LP
3225671,VIBRATIONX DI BIANCHINI EMANUELE E C SAS
1490749,ROADFINDER COMPANY INC THE
6421205,SCHOELLERELECTRONICS GMBH
5908066,DIROS TECHNOLOGY INC
721674,INTERNATIONAL TELECOMMUNICATION CORP A DE CORP
3356472,DOMETIC SANITATION CORPORATION
4631455,CEATS INC
1030583,DOWELANCO 9330 ZIONSVILLE RD
1819544,MACK JEROME
5423118,SOFTCHEM INC
3521376,COMPANHIA BRASILEIRA DE METALURGIA E MINERACAO
4646035,SEMISILICON TECHNOLOGY CORP
6415048,OIL TRANSPORTING JOINT STOCK COMPANY TRANSNEFT
3310323,BAROMETRIX SOFTWARE CORPORATION
6226571,MANTIS MATS LLC
231167,JIDOSHA KABUSHIKI KAISHA 1 TOYOTACHO TOYOTASHI AICHIKEN
1956336,KONGOU CO LTD
707953,SPARKTECH
650972,VENTURES PALMETTO 1000
5541834,LUMENSION SECURITY INC
1689899,CANON KABUSHIKI KAISHHA
6407558,DAIKIN AUSTRALIA PTY LIMITED
4548711,DER EE ELECTRICAL INSTRUMENT CO LTD
719044,WHICKER JAMES H
5487923,LAMONTI VENTURES LLC
2341445,STADLERS COUNTRY HAMS INC
3681380,UTIBA PTE LTD
1189166,NHH BIOLOGICS
2157886,ROCHEM UFSYSTEME GMBH
2053409,DISAB VACUUM TECHNOLOGY AB
813067,CASTELLI MARSHA L
6400570,BOUSQUET CEDRIC MR
2216401,BA ACQUISITION LLC
1948099,GVM INC
4198130,JENNIFER SEVELLO
330186,RICHARD LEE PLUSH JR
1984524,STRATUS COMPUTER SYSTEMS SARL LUXEMBORG
6396659,PLUSAMP INC
3819862,LIN HSILIANG
637140,MIZMAR INC A CANADIAN CORP
2508124,EUPEC EUROPAEISHCHE GESELLSCHAFT F LEISTUNGSHALBLEITER MBHCOKG
2729463,LING ELAINE
6391893,DRKOPP FRDERTECHNIK GMBH
6391269,ITAL RESEARCH & INNOVATION SRL
6388855,WILCOX INDUSTRIES CORP
6388387,NEW LAKES TECHNOLOGIES LLC
1058172,WOLF RICHARD GMBH
237038,SCHILDMEIER J HENRY
6081992,TIGENIX LIMITED
2868716,SUPERLATIVE TECHNOLOGIES INC DBA SUPRTEK
900348,KULAK CLAUDIA M
417147,WESTERWAELDER EISENWERK GERHARD GMBH D5241 WEITEFELD GERMANY
6381934,SULZER PUMP SOLUTIONS AB
1046163,KOMPAS TECHNOLOGIES LIMITED
661559,UNION FINACIERE POUR LE DEVELOPPEMENT DE LECONOMIE CEREALIEREUNIGRAINS
2244773,MONTENA COMPONENTS SA
3713314,C GEAR AUSTRALIA PTY LTD
1379603,ISIS PAHRMACEUTICALS
3695555,SCENTRIC INC
2196411,TAKATA KABUSHIKI KAISHA
6330505,MACON ELECTRIC COIL INC
2885880,CRAY VALLEY KUNSTHARZE GMBH
3213123,OSRAM OPTO SEMICONDUCTOR GMBH & CO
3750626,ACE IDEAS LLC
4832935,HAIER GROUP CORPORATION QINGDAO HAIER AIR CONDITIONER GEN CORP LTD
5413284,DESIGNGASPARTS INC
3704158,CAPRICORN AUDIO TECHNOLOGIES LTD
869863,SIGNS & GLASSWORKS INC
997136,ELECTROSCAN CORPORATION
538944,CASSELLA AKTIENGESELLSCHAFT 526 HANAUER LANDSTRASSE 6000 FRANKFURTMAIN 61 WEST GERMANY
6518132,ROTARY DRILLING TOOLS USA LP
159790,PROCOR LIMITED
959223,CONTROL CONCEPTS INC
6345496,INFORMATION SERVICES INTERNATIONALDENTSU LTD
6364194,ARGO TRACTORS SPA
493319,ACCUTECH INDUSTRIES INC
1608830,ALP ELECTRIC CO LTD
360343,LETCHER ROBERT L
4676130,GRACE LABORATORIES INC
53997,ZAIDA HOJIN BISEIBUTSU KAGAKU KENKYU KAI
6361118,FINEHEART
6086096,GTC TECHNOLOGY US LLC
180346,NAPC METALS CORP A FLA CORP
538714,METALLOGAL AG BUBENBERGPLATZ 8 3011 BERN SWITZERLAND
2153136,FUNCTIONAL FOODS INC
1670703,PAUL OP TSO
254707,EZ CORPORATION A DE CORP
3716656,FUJITA SHIZUO
2047216,INGENIX INC
505347,UNION NATIONALE DES COOPERATIVES AGRICOLES DE TRANSFORMATION DE LA BETTERAVE 4345 RUE DE NAPLES 7
1118881,PACIFIC MICROELECTRONICS CORPORATIONS
537033,HASLAM & WALKER ENTERPRISES INC PO BOX 4038 GARDEN GROVE CA 92642 A CA CORP
789471,ISCAR LTD AN ISRAELI COMPANY
2654088,MIZUTANI KAZUNORI
838669,NUSS MARCIA G EXECUTRIX OF THE LAST WILL AND TESTAMENT OF JAMES W NUSS DECD
6350645,CROWN PACKAGING UK PLC
6348239,PLURIMUS CORPORATION
1535493,ALTERNA INC
6284155,BI BUILDERS AS
3145393,CHEMOTECHNIQUE MB DIAGNOSTICS AB
2937037,TOURIDAN INC
3433276,NV DE VROE
2872289,UNITY SEMICONDUCTOR CORPRATION
388005,VENTURE TAPE CORP A MASSACHUSETTS CORP
228197,LUXEORD CO LTD
6342225,NEXXSPAN HEALTHCARE LLC
2523138,SPINECO INC
754613,SCHWARTZ ELECTROOPTICS INC A CORPORATION OF FL
308444,EMPIRE BRUSHES INC P BOX 1606 US 13 NORTH GREENVILLE NC 278351606 A CORPOF NEW YORK
3384935,FREM BIOSCIENCES INC
3754750,SAP PRODUCTS LIMITED
6336762,BEDROCK AUTOMATION PLATFORMS INC
4469688,KATA VITEC I LTD
1545848,COMFORT GRIP SYSTEMS LLC
1445607,FERGUSON COPELAND LLC
6425393,LITECLP GMBH
296354,KYOWA MEDEX CO LTD 61 OHTEMACHI ITCHOME CHIYODAKU TOKYO JAPAN
5284800,DESIGNED EQUIPMENT ACQUISITION CORP
6332158,SHOUEI CO LTD
2370527,EDGEINSPECTOR INC
6329315,GEEFLOSS CORPORATION
3083711,KANOMAX JAPAN INCORPORATED
1444613,ADVANCED CHEMILL SYSTEMS INC A CA CORPORATION
6320374,COVAGEN AG
6319204,BELLEMARQUE LLC
776570,KEITH NEWMARK LIMITED A COMPANY OF THE UNITED KINGDOM
1362577,PRODUCTION RESOURCES GROUP LLC
2884506,MASCHINENFABRIK KEMPER GMBH & CO
5656775,MYSPACE LLC
2074051,WAKIHARA MASATAKA
1739651,SUMITOMO ELECTIC INDUSTRIES LTD
1442108,GETSINGER LINDA J
4668330,EIRIKER POST GMBH LLC
6485311,4JCS DEVELOPMENT LLC
1060407,STANDARD CHEMICAL & PHARMACEUTICAL CO LTD
2081283,PRIVATEEXPRESS INC
271398,PREPOSREVE SARL
6303817,SOURCE ONE TACTICAL INC
5201116,KNOWMTECH LLC
829937,PHILLIPS & BROOKSGLADWIN INC A CORPORATION OF GA
92907,ALLISCHALMERS CORPORATIO
1318036,FRANKE CONSUMER PRODUCTS INC
6300671,KENKI CO LTD
5099484,ROSS OUTDOOR SPORTS SPECIALTIES LLC
2955671,THERMOPROBES INC
4012898,QUADRANT EPP USA INC
871135,RADIAN RESEARCH INC A IN CORP
6274269,SHOUP MANUFACTURING COMPANY
261349,CONGLETON VERN O
6294804,SHINKLE FINE ART LLC
3192641,SPYMAC NETWORK INC
6294286,HT MICROANALYTICAL INC
1379316,CABOTSAFETY INTERMEDIATE CORPORATION
3189293,NISWONGER MICHAEL
6291756,MAGELLAN BIOSCIENCES POINTOFCARE INC
5384357,VIGNETTE CORPORAITON
6290784,KATTOE CO LTD
4316437,THYSSENKRUPP TITANIUM GMBH
450888,DR LAJOS SZEKELY DR ATTILA HAMORI DR MIKLOS VIDA
508362,JAPAN AUUTOMATIC TRANSMISSION CO LTD 7001 AZAKAMOTA IMAIZUMI FUJISHI SHIZUOKAKEN JAPAN
842593,DICKEY MAYLON E
2226148,MICRO POISE HOLDINGS US INC
2638164,CENTRAL MOTORS CORPORATION
451428,MAZDA MOTOR CORPORATION 31 SHINCHI FUCHUCHO AKIGUN HOROSHIMAKEN JAPAN
1557810,FISCHERW MULLER BLASFORMTECHNIK GESELLSCHAFT MIT BESCHRANKTER HAFTUNG
3586427,STAIR SYSTEMS INC NORTH CAROLINA CORP
5345395,ALLIANCE OPTOTEK CORPORATION
4711643,QUEBECOR WORLD QUEBECOR WORLD LOVELAND INC
1261458,HERCULES ICNORPORATED
1226763,BIOVECTORS THERAPEUTICS SA
4258904,MARKET RISK AUCTIONS LLC
263140,INTERNATIONAL COAL REFINING COMPANY A GENERAL PARTNERSHIP
6255463,PRESIDIUM BIOMEDICAL LLC
6273979,KABUSHIKIKAISHA TOMITAHAMONO
6273372,ACME PRODUCT DEVELOPMENT LTD
6273069,SAGE BOTANIC MEDIA
4400722,ACCENT FISHING PRODUCTS LLC
3792867,SUPRACON AG
2952934,CREATIVE ONLINE TECHNOLOGIES LIMITED
1295298,KRUTO FAMILY LIMITED PARTNERSHIP
1403313,J EBERSPAECHER GMBH & CO
6269347,CUBE AUTOMATION
5720937,TEXAS INSTRUMENTS DEUTCHLAND GMBH
1837116,KANE M INC
857429,LUNDY UK LIMITED
1859496,RICHARD ETABLISSEMENTS A
1065462,WENICA INDUSTRIES CO LTD 2ND FL NO 31 LANE 246
2130688,VANGUARD INTERNATIONAL SEMICONDUCTOR CORP
6374928,TERROT GMBH
2604469,AVESTAPOLARIT AB
5520342,BRASA FIRE INC
6093079,AXON EP INC
1170414,DU PONT MERCK PHARMCEUTICAL COMPANY
2853097,JOHN MCCANN
1795972,VIEW GUARD INTERNATIONAL INC
238237,SCHMIDT HOWARD F
2388557,DYNAMIC COOKING SYSTEMS INC
5108006,TEXMEX MANAGEMENT LLC
3265707,CASINOVISION
3882209,CAL MEDIA LLC
2773733,MOORE WAYLAND F
6254825,LEC INC
82373,GOTTFRIED BISCHOFF BAU KOMPL GASREINIGUNGS UD WASSERRUCKKUHLANLAGEN GMBH & CO A WEST GERMAN CORP
851681,CHEVALIER PIERRE A
164962,DANA CORPROATION
6123343,MOTIGANZ USA INC
5740893,PLASTIC SPECIALTIES AND TECHNOLOGIES INC A DELWARE CORPORATION
6250763,FLOTTWEG SE
4214455,PLASMADRIVE CORPORATION
801411,SCHILLINGOSTERMEYER MASCHINENBAU GMBH
6248825,NOVASPARK LTD
934586,SUNAGA KAIHATSU KABUSHIKI KAISHA
3199962,FUSSMAN ARIE
6482787,MCCLOY ENGINEERING LLC DBA ACCUTEK TESTING LABORATORY
1425088,GUNTER HORST ROHM
755593,BATTS INC A CORPORATION OF IN
6276326,COMAU FRANCE SAS
711790,ADVANCED TECHNOLOGICAL SYSTEMS INC
6242111,LOGIC TREE LLC
611222,BIONOVUS INC
6241619,KEDLIN COMPANY LLC
3977187,SNG INTERNATIONAL INC
282572,CAN9ON KABUSHIKI KAISHA
732358,STACK JOYCE I AS JOINT TENANTS
2636259,PLANT 21 LLC
6235776,OLSON IP TECHNOLOGIES INC
1445096,ALKANONYUKSEL M HAYAT
168178,RADIATION EQUIPMENT COMPANY INC
2048425,SYNDEO CORPORATION
2225682,BREWERY COMPANY LLC THE
1582721,GREAT WESTERN CORPORATION PTY LTD
6010776,PLACEIQ
6231683,IASSO ANTHONY
6231500,COMPUGROUP MEDICAL AG
3269545,WIZZARD INNOVATIONS LLP
6230129,BILAK MARK R
1753854,SCIENTIFIC MOTOR WORKS INC
2774954,AMS CONTROLS
2643869,SKELTON MARK FRANCIS
3991494,ALGORIL HOLDING
3579047,COMPAGNIE EUROPEENNE DES TECHNOLOGIES DE LHYDROGENE
1733376,PETER E NIELSEN
4545337,CHRISTY CONCRETE PRODUCTS INC
6446707,ALLERGAN HOLDINGS FRANCE SAS
4286035,LITHOCRETEINC
980304,MUNIZ RALPH
5949441,A NEW WAY OF LIVING PTY LTD
297582,AIOI KEIKI KK 1 9 AZAKAIDOSHITA KONOIKE ITAMISHI HYOGOKEN JAPAN
4552793,POWERS ADAM
5346463,SALVADORI FEDERICO 16
6247257,EVONIK NANORESINS GMBH
807433,MARATHON ELECTRONIC MANUFACTURING CORPORATION
6215810,ALPHA TECHNOLOGY USA CORPORATION
6214430,CONCOURSE HEALTH SCIENCES LLC
176502,DURFEE MARKETING CORPORATION RD 2 MARSHALL ROAD MEADVILLE PA 16335 A PA CORP
5467739,GUANGZHOU SUREXAM BIOTECH CO LTD
6211038,NEW MOTECH CO LTD
1904805,INTERNATIONAL PETROLEUM EQUIPMENT LIMITED
2328041,NATUROL LIMITED
2075761,CYPHERMINT INC
6206002,TINY FINDER CO LTD
5614426,EUROLACTIS GROUP SA
4788703,HEARNE BRADLEY JACKSON
226100,ELECTROACUSTICA SA SAO PAULO BRAZIL
3463206,AVAKATS LLC
4078116,LARSON CRAIG
36608,PHILLIPS CALVIN
6200448,TBC OPTICS LLC
6048204,ELIOKEM SAS
3254316,AOI TECHNO SERVICE KABUSHIKI KAISHA
2900051,GIBBENS GROUP LLC
467031,ZINSER TEXTILEMASCHINEN GMBH
6196708,TRANSTECHNIK GMBH & CO KG
3130385,OYA ASAO
926923,CARETAKER SYSTEMS INC
6504565,BEIJING BETTA PHARMACEUTICALS CO LTD
1383906,KACHARAVA LEONID YAZONOVICH
4178755,DOT ASSETS NO 15 LLC
424371,SCHERING AGROCHEMICALS LIMITED HAUXTON CAMBRIDGE CB2 5HU ENGLAND
5381163,I MER CO LTD
402463,MORGAN BARRETT
6186778,IDEA GROUP INTERNATIONAL LTD
291353,BELL EDNA F
6185990,SCHNEIDER RANDOLPH H
6185407,BFM EUROPE LIMITED
6185316,PRIMUS TELECOMMUNICATIONS CANADA INC
239789,COSMO CO LTD A COMPANY OF JAPAN
371910,VICTOR COMPANY OF JAPAN LTD NO 12 3CHOME MORIYACHO KANAGAWAKU YOKOHAMASHI KANAGAWAKE
371072,KUREHA CHEMICAL INDUSTRY CO LTD 911 1CHOME NIHONBASHI HORIDOMECHO CHUOKU TOKYO JAPAN
690611,MARLBORO MARKETING INC
5867154,ESPRESSIVO ACQUISITIONS LIMITED LIABILITY COMPANY
5678006,SOHO FLORDIS INTERNATIONAL PTY LTD ACN 137 788 491
6175573,CITRIX SYSTEMS LTD
469401,TENBA INC
6175077,WESTWATER PRODUCTS LLC
6172907,THERMOS JIANGSU HOUSEWARES CO LTD
4471042,LUCCON LICHTBETON GMBH
6171343,RENTOKIL INITIAL ASIA PACIFIC MANAGEMENT PTE LTD
1570455,CROOKHAM COMPANY
137464,CUTTER LABORATORIES INC A CRP OF DE
2823907,TRESPAPHAN GMBH & CO KG
6066999,LITATEK CORPORATION
1707265,COSTER TECHNOLOGIE SPECIALI SPA
6429820,PETCARE INNOVATION
6256206,MAX ZELLER SOHNE AG
4453675,LAWRENCE LIVERMORE NATIONAL LABORATORY
3137004,PLEASURE PRODUCTIONS INC
6161917,JVL VENTURES LLC
20532,GOODMAN LEWIS
87447,CIBAGEIGY AG A COMPANY OF SWISS COFEDERATION
6158369,EC DATA SYSTEMS INC
6157835,JIN XIN BIOTECHNOLOGY CO LTD
322032,ALL AMERICAN GOURMET COMPANY THE
6154415,CERTECH SPA A SOCIO UNICO
1992084,ELCAM PLASTIC LTD
1991394,ANDROS INC
5573834,SAINTGOBAIN ECOPHON AB
6152481,IMMO MATRALAT
5942497,SAMSUNG ELECTR0MECHANICS CO LTD
60281,HAMAMATSU SYSTEMS INC
6147874,ETIMEX TECHNICAL COMPONENTS GMBH
5419816,TGKW MANAGEMENT LIMITED TAIWAN BRANCH
1146791,AXXIS NV
6145980,VIZERS GROUP LLC
6145876,VORO LIMITED
389670,SASAKI HIROSHI
2609551,A K INDUSTRIAL CO LTD
5628738,APPGYVER OY
4689938,LEVIGMATIC SRL
1165897,CENTER INDUSTRIES CORP
6138903,DIGITAL LOBE LLC
6419009,NEW HOPE VENTURES LP
6136502,PANDORA MEDIA
6133976,CADILA HEALTHCARE LIMITED
1072048,UNIVERSAL ENTERPRISES INC
6132571,ADOBE SYSTEMS INCORPORTATED
3618766,ICF TECHNOLOGY LIMIED
634092,HASLAM NORMA JH
5137998,SHUN DO WON
3174539,CLIENTINCHARGE
991427,NGI NORMA GOERZ INSTRUMENTS GMBH
6129931,MDH TURF LLC
4847220,VTM CORPORATION
6125621,SYNTUNE AB
6125112,LIU CALVIN
1805388,FLOWSERVE INTERNATIONAL INC
3292518,ANTHONY LEDWELL
6122018,DOOR NUMBER 3
84405,LEE LINDELL E JR
6121593,RECHARGE SOLUTIONS INTL
754280,HOMACO INC A CORPORATION OF ILLINOIS
6120941,IXEPT INC
5394496,NANOPTEK CORPORATION
5881247,RENMATIX INC
196467,BALMAR CRIMP TOOL CORP
6499335,MALVERN INSTRUMENTS INC
2238741,TIMESTAMPCOM INC
6114610,VEHICLE INTELLIGENCE AND SAFETY LLC
5285236,THE COOPER HEALTH SYSTEM
336787,BJORKLUND JOHN AND SHIRLEY W BJORKLUND
6112852,SAVVYDOX INC
6112829,VECTOR CC HOLDINGS III SRL
3211963,A L LIGHTECH INC
6111733,MCWHINNEY CHRISTOPHER M MR
5124766,CHEN MIINJANG
447766,SUMITOMO ELECTRIC INDUSTRIES LTD 15 KITAHAMA 5CHOME HIGASHIKU OSAKA JAPAN
2558136,RENEGADE MOTOR CYCLES INTERNATIONAL AUSTRALIA PTY LTD
2363145,ERICH EICENBRODT
4880856,PUBLIC WIRELESS INC
5786699,MAGNUSSEN INTERNATIONAL CORP
6059948,FIREFLY EQUIPMENT LLC
5238543,BRASS WOLF ENTERPRISES LTD
571056,KRUCHEN GMBH A WEST GERMAN CORP
6102936,BLKLANE HOLDINGS LLC
6101002,VELMEX INC
964181,TRUFIT MARKETING CORP
4287323,PRESTIGE AIRTECHNOLOGY LIMITED
1397958,VARIAN JAPAN KK
3517927,EXCLUSIVE EDUCATIONAL PRODUCTS LIMITED
6099521,KYORITSU SEIYAKU CORPORATION
3047142,FISCHER MR BARUCH
6094840,BEYOND VERBAL COMMUNICATION LTD
6093966,LAUFER TEKNIK INC
6093244,INTELBASED SOLUTIONS LLC
2146713,INTELLIJOINT SYSTEMS LTD
936839,HIRAKAWA KOGYOSHA CO LTD
6091337,LELL PETER
3593098,RICHARDSON ELECTRONICS
3612610,OCCLUTECH GMBH
667293,SPORTSSTUFF INC A NE CORP
6089926,ADVANCED CATHETER THERAPIES
3187957,POWER PARAGON INC A SUBSIDIARY OF L3 COMMUNICATIONS CORPORATION
6087796,V2R BIOMEDICAL INC
2076907,CREMASCOLI ORTHO SA
293004,DIETER MANN GMBH ROTACKER STRASSE 31 D8750 ASCHAFFENBURG
6002157,BILSING AUTOMATION NORTH AMERICA
3537019,MMS SPACE UK LIMITED
6084950,WELGRACE RESEARCH GROUP
2965020,ANACOIL CORPORATION
6082826,WELTECH AS
6082430,ROLLSROYCE MARINE AS POWER ELECTRIC SYSTEMS BERGEN
6118081,APPLIED STEMCELL INC
683647,BALDWIN SPM INC
3051137,BRITE VISION MEDIA LLC
2075932,HADASIT MEDICAL RESEARCH SERVICE AND DEVELOPMENT LTD
6079863,HEARTS ON FIRE COMPANY LLC
6436845,AVIONICS SUPPORT GROUP INC
6078965,MSSC CANADA INC
2660031,COATO WORKSHOP INC
6077647,TNI PACKAGING LLC
1345578,METROPOLITAN WATER DISTRICT OF SOUTHERN CALIFORNIA
34727,NADIA NICOLI
